id,sscode,office_type,name,address1,address2,address3,city,state,zipcode,tel_public,tel_admin,fax,notes
1026,B60,FO,FREMONT CA,Social Security Administration,SUITE 100,3100 MOWRY AVE,FREMONT,CA,94538,(800) 772-1213,,,
1027,B62,FO,DOUGLAS AZ,Social Security Administration,,600 E 15TH ST,DOUGLAS,AZ,85607,(800) 772-1213,,,
1028,B63,FO,ANTIOCH CA,Social Security Administration,,2508 VERNE ROBERTS CIR,ANTIOCH,CA,94509,(800) 772-1213,,,
1029,B65,FO,HANFORD CA,Social Security Administration,SUITE 101,330 NORTH HARRIS ST,HANFORD,CA,93230,(855) 207-4866,,,
1030,B67,FO,OXNARD CA,Social Security Administration,SUITE 250,2000 OUTLET CENTER DR,OXNARD,CA,93036,(800) 772-1213,,,
1031,B68,FO,ACCOMAC VA,Social Security Administration,ACCAWMACKE OFFICE PK,22581 CENTER PKWY,ACCOMAC,VA,23301,(866) 964-1019,,,
1032,B69,FO,FONTANA CA,Social Security Administration,,10668 SIERRA AVE,FONTANA,CA,92337,(800) 772-1213,,,
1033,B73,FO,MORENO VALLEY CA,Social Security Administration,22815 CALLE SAN JUAN,DE LOS LAGOS,MORENO VALLEY,CA,92553,(800) 772-1213,,,
1034,B74,FO,LODI CA,Social Security Administration,STE 3,1110 W KETTLEMAN LANE,LODI,CA,95240,(888) 257-2641,,,
1035,B75,FO,NOGALES AZ,Social Security Administration,,1760 N MASTICK WAY,NOGALES,AZ,85621,(800) 772-1213,,,
1036,B76,FO,ALBANY OR,Social Security Administration,SUITE 110,1390 WAVERLY DRIVE SE,ALBANY,OR,97322,(800) 772-1213,,,
1037,B77,FO,ONTARIO OR,Social Security Administration,,908 SE 5TH AVENUE,ONTARIO,OR,97914,(800) 772-1213,,,
1038,B78,FO,PENDLETON OR,Social Security Administration,SUITE 100,1229 SE 3RD STREET,PENDLETON,OR,97801,(800) 772-1213,,,
1039,B80,FO,LA MESA CA,Social Security Administration,,7961 UNIVERSITY AVE,LA MESA,CA,91942,(800) 772-1213,,,
1040,B87,FO,HANOVER MA,Social Security Administration,STE 1,198 COLUMBIA RD,HANOVER,MA,02339,(877) 444-6898,,,
1041,B88,FO,FALMOUTH MA,Social Security Administration,Technology Park,48 Research Rd,East Falmouth,MA,02536,(855) 881-0212,,,
1042,B89,FO,MANATI PR,Social Security Administration,"SUITE 6, CARR #2",ESQ EXPRESO TO CIALES,MANATI,PR,00674,(800) 772-1213,,,
1043,B93,FO,PEEKSKILL NY,Social Security Administration,3RD FL,ONE PARK PLACE,PEEKSKILL,NY,10566,(800) 772-1213,,,
1044,B95,FO,EAST VILLAGE,Social Security Administration,,650 EAST 12TH ST,NEW YORK,NY,10009,(800) 772-1213,,,
1045,B96,FO,RIDGE ROAD NY,Social Security Administration,SUITE 120,1900 RIDGE RD,WEST SENECA,NY,14224,(800) 772-1213,,,
1046,B97,FO,WEST BABYLON NY,Social Security Administration,,510 PARK AVENUE,WEST BABYLON,NY,11704,(800) 772-1213,,,
1047,B99,FO,BRIDGEWATER NJ,Social Security Administration,245 Highway 22,SUITE 207,BRIDGEWATER,NJ,08807,(800) 772-1213,,,
1048,C01,FO,LONG ISLAND CITY,Social Security Administration,GROUND FLOOR,31-08 37TH AVENUE,LONG ISLAND CITY,NY,11101,(800) 772-1213,,,
1049,C04,FO,HOBOKEN NJ,Social Security Administration,6TH FL,79 HUDSON ST,HOBOKEN,NJ,07030,(800) 772-1213,,,
1050,C07,FO,GREENBELT MD,Social Security Administration,7401 FORBES BLVD,SUITE C,SEABROOK,MD,20706,(800) 772-1213,,,
1051,C10,FO,BETHLEHEM PA,Social Security Administration,,555 MAIN ST,BETHLEHEM,PA,18018,(866) 783-7458,,,
1052,C11,FO,MONROEVILLE PA,Social Security Administration,SUITE 210,400 OXFORD DRIVE,MONROEVILLE,PA,15146,(800) 772-1213,,,
1053,C14,FO,LIMERICK PA,Social Security Administration,,39 W RIDGE PIKE,ROYERSFORD,PA,19468,(866) 964-7415,,,
1054,C15,FO,ST ALBANS WV,Social Security Administration,,49 OLDE MAIN PLAZA,ST ALBANS,WV,25177,(800) 772-1213,,,
1055,C16,FO,CLINTON SC,Social Security Administration,,292 PROFESSIONAL PARK,CLINTON,SC,29325,(866) 526-9854,,,
1056,C17,FO,BIRMINGHAM EAST AL,Social Security Administration,TRUSSVILLE EXEC. PARK,1972 GADSDEN HWY.,BIRMINGHAM,AL,35235,(800) 772-1213,,,
1057,C18,FO,NAPLES FL,Social Security Administration,SUITE 1114,"2659 PROFESSIONAL CIR,",NAPLES,FL,34119,(800) 772-1213,,,
1058,C19,FO,FT LAUDERDALE W,Social Security Administration,SUITE 100,8501 W SUNRISE BLVD,PLANTATION,FL,33322,(800) 772-1213,,,
1059,C21,FO,OLIVE BRANCH MS,Social Security Administration,,8760 MID SOUTH DR,OLIVE BRANCH,MS,38654,(866) 739-4771,,,
1060,C22,FO,MARIANNA FL,Social Security Administration,,4125 JIREH COURT,MARIANNA,FL,32448,(888) 397-4815,,,
1061,C24,FO,LITTLE RIVER FL,Social Security Administration,,8345 BISCAYNE BLVD,MIAMI,FL,33138,(800) 772-1213,,,
1062,C26,FO,SOUTH PALM BEACH FL,Social Security Administration,SUITE 400,621 NW 53 ST,BOCA RATON,FL,33487,(800) 772-1213,,,
1063,C27,FO,FAIRHOPE AL,Social Security Administration,,101 COURTHOUSE DR,FAIRHOPE,AL,36532,(866) 837-5964,,,
1064,C28,FO,HARLAN KY,Social Security Administration,,189 VILLAGE CENTER,HARLAN,KY,40831,(888) 590-2707,,,
1065,C29,FO,LITTLE HAVANA FL,Social Security Administration,SUITE 300,6101 BLUE LAGOON DRIVE,MIAMI,FL,33126,(800) 772-1213,,,
1066,C31,FO,WINDER GA,Social Security Administration,,389 EAST BROAD ST,WINDER,GA,30680,(866) 331-9071,,,
1067,C32,FO,ALEXANDER CITY AL,Social Security Administration,,63 ALIANT PARKWAY,ALEXANDER CITY,AL,35010,(877) 405-0483,,,
1068,C37,FO,MADISON TN,Social Security Administration,,140 CUDE LANE,MADISON,TN,37115,(866) 964-6302,,,
1069,C39,FO,BROOKLYN CENTER,Social Security Administration,BROOKLYN XNG OFC PARK,3280 NORTHWAY DRIVE,BROOKLYN CENTER,MN,55429,(800) 772-1213,,,
1070,C40,FO,BLOOMINGTON,Social Security Administration,SUITE 100,6161 AMERICAN BLVD W,BLOOMINGTON,MN,55438,(800) 772-1213,,,
1071,C41,FO,INDIANAPOLIS NORTHEAST,Social Security Administration,,5515 NORTH POST ROAD,INDIANAPOLIS,IN,46216,(800) 772-1213,,,
1072,C43,FO,FARMINGTON MI,Social Security Administration,,27650 FARMINGTON RD,FARMINGTON HILLS,MI,48334,(800) 772-1213,,,
1073,C44,FO,INKSTER MI,Social Security Administration,,28657 CHERRY HILL RD,INKSTER,MI,48141,(800) 772-1213,,,
1074,C45,FO,AHOSKIE NC,Social Security Administration,,1231 W FIRST ST,AHOSKIE,NC,27910,(866) 828-3810,,,
1075,C46,FO,CHESTERFIELD MI,Social Security Administration,,26200 21 MILE ROAD,CHESTERFIELD,MI,48051,(800) 772-1213,,,
1076,C47,FO,DETROIT-SW MI,Social Security Administration,,5715 MICHIGAN AVE,DETROIT,MI,48210,(800) 772-1213,,,
1077,C48,FO,CAMBRIDGE OH,Social Security Administration,Suite 105,1225 WOODLAWN AVE,CAMBRIDGE,OH,43725,(866) 883-5281,,,
1078,C49,FO,COUNCIL BLUFFS,Social Security Administration,MID-AMERICA CENTER,20 ARENA WAY STE 1,COUNCIL BLUFFS,IA,51501,(866) 331-9094,,,
1079,C51,FO,ST LOUIS SOUTHWEST,Social Security Administration,,650 GRAVOIS BLUFFS,FENTON,MO,63026,(800) 772-1213,,,
1080,C52,FO,LEBANON MO,Social Security Administration,,2546 S JEFFERSON AVE,LEBANON,MO,65536,(866) 931-7104,,,
1081,C53,FO,MARYVILLE MO,Social Security Administration,,518 W SOUTH HILLS DR,MARYVILLE,MO,64468,(877) 833-2731,,,
1082,C54,FO,BIG RAPIDS MI,Social Security Administration,,730 WATERTOWER RD,BIG RAPIDS,MI,49307,(800) 772-1213,,,
1083,C58,FO,WATERTOWN SD,Social Security Administration,,514 TENTH AVE SE,WATERTOWN,SD,57201,(888) 737-1763,,,
1084,C62,FO,SEATTLE NORTH WA,Social Security Administration,SUITE B,13510 AURORA AVE N,SEATTLE,WA,98133,(800) 772-1213,,,
1085,C63,FO,BURIEN WA,Social Security Administration,,151 SW 156 STREET,BURIEN,WA,98166,(800) 772-1213,,,
1086,C64,FO,MIDDLETOWN CT,Social Security Administration,3RD FLOOR,425 MAIN STREET,MIDDLETOWN,CT,06457,(877) 692-3145,,,
1087,C65,FO,WATERVILLE ME,Social Security Administration,,14 COLBY STREET,WATERVILLE,ME,04901,(866) 931-9169,,,
1088,C67,FO,NORTH ADAMS MA,Social Security Administration,,96 MARSHALL STREET,NORTH ADAMS,MA,01247,(877) 319-5709,,,
1089,C68,FO,NORWICH CT,Social Security Administration,STE 380,55 MAIN ST,NORWICH,CT,06360,(888) 482-3170,,,
1090,C69,FO,GARDNER MA,Social Security Administration,,354 MAIN ST STE 2,GARDNER,MA,01440,(844) 371-8116,,,
1091,C71,FO,FAJARDO PR,Social Security Administration,Rd #3 Km 42.4 Quebrada,Eastern Plaza Shopping,Fajardo,PR,00738,(800) 772-1213,,,
1092,C72,FO,DUNKIRK NY,Social Security Administration,SUITE 2,437 MAIN ST,DUNKIRK,NY,14048,(888) 862-2139,,,
1093,C73,FO,MT LAUREL NJ,Social Security Administration,532 Fellowship Road,Suite E,Mount Laurel,NJ,08054,(800) 772-1213,,,
1094,C77,FO,WEST FARMS NY,Social Security Administration,,1829 SOUTHERN BLVD,BRONX,NY,10460,(800) 772-1213,,,
1095,C79,FO,NEWTON NJ,Social Security Administration,,20 EAST CLINTON STREET,NEWTON,NJ,07860,(800) 772-1213,,,
1096,C80,FO,LEWES DE,Social Security Administration,SUITE 101,12001 OLD VINE BLVD,LEWES,DE,19958,(866) 864-1803,,,
1097,C81,FO,HAMPTON VA,Social Security Administration,GROUND FLOOR,1521 HARDY CASH DR,HAMPTON,VA,23666,(866) 592-2669,,,
1098,C83,FO,HARRISONBURG VA,Social Security Administration,,351 NORTH MASON STREET,HARRISONBURG,VA,22802,(866) 964-1718,,,
1099,C85,FO,TOWANDA PA,Social Security Administration,SUITE 1,1 ELIZABETH STREET,TOWANDA,PA,18848,(888) 841-6546,,,
1100,C86,FO,KITTANNING PA,Social Security Administration,HIGHLAND BUS.CTR STE 1,159 BUTLER RD,KITTANNING,PA,16201,(800) 772-1213,,,
1101,C89,FO,PETERSBURG WV,Social Security Administration,,111 S GROVE ST SUITE 3,PETERSBURG,WV,26847,(877) 405-2885,,,
1102,C90,FO,MEMPHIS NORTH TN,Social Security Administration,,3602 AUSTIN PEAY HWY,MEMPHIS,TN,38128,(855) 420-8557,,,
1103,C91,FO,CORDELE GA,Social Security Administration,,510 E 15TH AVE,CORDELE,GA,31015,(888) 225-8869,,,
1104,C92,FO,WARNER ROBINS GA,Social Security Administration,,220 CARL VINSON PKWY,WARNER ROBINS,GA,31088,(866) 931-7084,,,
1105,C93,FO,WALTERBORO SC,Social Security Administration,,502 ROBERTSON BLVD,WALTERBORO,SC,29488,(866) 708-2810,,,
1106,C94,FO,ATHENS TN,Social Security Administration,,921 CONGRESS PKWY N,ATHENS,TN,37303,(866) 964-7431,,,
1107,C95,FO,TIFTON GA,Social Security Administration,,732 2ND ST W,TIFTON,GA,31794,(877) 635-3542,,,
1108,C96,FO,COVINGTON GA,Social Security Administration,,9180 COVINGTON BY PASS,COVINGTON,GA,30014,(800) 772-1213,,,
1109,C97,FO,FOREST MS,Social Security Administration,,558 DEER FIELD DRIVE,FOREST,MS,39074,(866) 829-2497,,,
1110,D00,FO,SELMER TN,Social Security Administration,,661 MULBERRY AVE,SELMER,TN,38375,(888) 397-4814,,,
1111,D01,FO,ASHEBORO NC,Social Security Administration,SUITE K,157 DUBLIN SQUARE RD,ASHEBORO,NC,27203,(888) 472-6119,,,
1112,D02,FO,STARKVILLE MS,Social Security Administration,,1089C STARK RD,STARKVILLE,MS,39759,(800) 305-6919,,,
1113,D04,FO,WEST FRANKFORT,Social Security Administration,,1005 FACTORY OUTLET DR,WEST FRANKFORT,IL,62896,(888) 223-8869,,,
1114,D05,FO,AUBURN IN,Social Security Administration,,1240 SOUTH GRANDSTAFF,AUBURN,IN,46706,(866) 829-2170,,,
1115,D06,FO,ALEXANDRIA MN,Social Security Administration,SUITE 701,2633 JEFFERSON ST,ALEXANDRIA,MN,56308,(888) 224-8869,,,
1116,D08,FO,MILW-WEST WI,Social Security Administration,,5020 W NORTH AVE,MILWAUKEE,WI,53208,(800) 772-1213,,,
1117,D09,FO,LIVONIA MI,Social Security Administration,,34010 PLYMOUTH ROAD,LIVONIA,MI,48150,(800) 772-1213,,,
1118,D12,FO,GALLIPOLIS OH,Social Security Administration,,2455 STATE ROUTE 160,GALLIPOLIS,OH,45631,(888) 397-6343,,,
1119,D13,FO,FREMONT OH,Social Security Administration,,2220 ENTERPRISE STREET,FREMONT,OH,43420,(866) 614-4760,,,
1120,D14,FO,STERLING HEIGHTS,Social Security Administration,,7385 TRIANGLE DRIVE,STERLING HEIGHTS,MI,48314,(800) 772-1213,,,
1121,D15,FO,LAWRENCE KS,Social Security Administration,STE 200,1440 WAKARUSA,LAWRENCE,KS,66049,(866) 698-2561,,,
1122,D18,FO,ST TAMMANY LA,Social Security Administration,,64285 HIGHWAY 434,LACOMBE,LA,70445,(866) 887-8997,,,
1123,D20,FO,WAXAHACHIE TX,Social Security Administration,,100 DEAN BOX DRIVE,WAXAHACHIE,TX,75165,(866) 563-1912,,,
1124,D21,FO,DURANT OK,Social Security Administration,,121 S 12TH AVE,DURANT,OK,74701,(866) 495-0042,,,
1125,D22,FO,FERGUS FALLS MN,Social Security Administration,,1023 W LINCOLN AVE,FERGUS FALLS,MN,56537,(800) 772-1213,,,
1126,D24,FO,AURORA CO,Social Security Administration,SUITE 250,14280 E JEWELL AVE,AURORA,CO,80012,(800) 772-1213,,,
1127,D26,FO,MONTROSE CO,Social Security Administration,,1805 PAVILION DR,MONTROSE,CO,81401,(866) 758-1317,,,
1128,D28,FO,SOUTH JORDAN,Social Security Administration,,10138 S JORDAN GTWY,SOUTH JORDAN,UT,84095,(866) 690-1947,,,
1129,D29,FO,CANON CITY CO,Social Security Administration,,115 N 10TH ST,CANON CITY,CO,81212,(866) 272-5728,,,
1130,D31,FO,SHERIDAN WY,Social Security Administration,,2268 N Main Street,Sheridan,WY,82801,(866) 530-7798,,,
1131,D33,FO,YANKTON SD,Social Security Administration,Suite 2,1818 Broadway Ave,Yankton,SD,57078,(877) 405-3522,,,
1132,D34,FO,REDWOOD CITY CA,Social Security Administration,2ND FLOOR,601 ALLERTON ST,REDWOOD CITY,CA,94063,(800) 772-1213,,,
1133,D35,FO,AUBURN CA,Social Security Administration,,11855 EDGEWOOD RD,AUBURN,CA,95603,(866) 931-6087,,,
1134,D36,FO,GARDEN GROVE CA,Social Security Administration,,11900 GILBERT ST,GARDEN GROVE,CA,92841,(800) 772-1213,,,
1135,D38,FO,CAMPBELL CA,Social Security Administration,,770 W HAMILTON AVE,CAMPBELL,CA,95008,(800) 772-1213,,,
1136,D39,FO,BREA CA,Social Security Administration,SUITE 150 1ST FLOOR,3230 E IMPERIAL HWY,BREA,CA,92821,(800) 772-1213,,,
1137,D41,FO,KEARNY MESA CA,Social Security Administration,,8505 AERO DR,SAN DIEGO,CA,92123,(800) 772-1213,,,
1138,D44,FO,WILSHIRE CENTER,Social Security Administration,WILSHIRE CENTER,4000 WILSHIRE BLVD,LOS ANGELES,CA,90010,(800) 772-1213,,,
1139,D46,FO,ALHAMBRA CA,Social Security Administration,,900 S GARFIELD AVE,ALHAMBRA,CA,91801,(800) 772-1213,,,
1140,D47,FO,SUISUN CITY CA,Social Security Administration,SUITE 220,700 MAIN STREET,SUISUN CITY,CA,94585,(800) 772-1213,,,
1141,D48,FO,SAN LEANDRO CA,Social Security Administration,,320 DAVIS STREET,SAN LEANDRO,CA,94577,(800) 772-1213,,,
1142,D49,FO,NORTH LAS VEGAS NV,Social Security Administration,,4340 SIMMONS STREET,NORTH LAS VEGAS,NV,89032,(866) 614-9667,,,
1143,D50,FO,MT VERNON WA,Social Security Administration,SUITE A,710 E COLLEGE WAY,MT VERNON,WA,98273,(800) 772-1213,,,
1144,D51,FO,PUYALLUP WA,Social Security Administration,SUITE A,811 SOUTH HILL PARK DR,PUYALLUP,WA,98373,(800) 772-1213,,,
1145,D52,FO,ASTORIA OR,Social Security Administration,,115 W BOND ST,ASTORIA,OR,97103,(800) 772-1213,,,
1146,D53,FO,BEND OR,Social Security Administration,SUITE 201,250 NW FRANKLIN AVE,BEND,OR,97703,(800) 772-1213,,,
1147,D54,FO,CENTRALIA WA,Social Security Administration,STE 100,1821 COOKS HILL RD,CENTRALIA,WA,98531,(800) 772-1213,,,
1148,D55,FO,LYNNWOOD WA,Social Security Administration,SUITE 207,18905 33RD AVE W,LYNNWOOD,WA,98036,(800) 772-1213,,,
1149,D57,FO,CANARSIE NY,Social Security Administration,,1871 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,(800) 772-1213,,,
1150,D58,FO,HYLAN BLVD NY,Social Security Administration,2ND FLOOR,1510 HYLAN BLVD,STATEN ISLAND,NY,10305,(800) 772-1213,,,
1151,D59,FO,BELLEVILLE IL,Social Security Administration,LAKE CHRISTINE CENTER,1670 LEBANON AVE,BELLEVILLE,IL,62221,(877) 405-0471,,,
1152,D60,FO,INDIANAPOLIS NORTHWEST,Social Security Administration,,6745 NETWORK PL,INDIANAPOLIS,IN,46278,(800) 772-1213,,,
1153,D61,FO,MERRILLVILLE IN,Social Security Administration,,1438 E 85TH AVE,MERRILLVILLE,IN,46410,(877) 692-3142,,,
1154,D62,FO,COLUMBUS EAST,Social Security Administration,,220 S HAMILTON RD,COLUMBUS,OH,43213,(866) 592-0733,,,
1155,D63,FO,COLUMBUS NORTH,Social Security Administration,,1051 WORTHINGTON WOODS,WORTHINGTON,OH,43085,(866) 789-0957,,,
1156,D64,FO,HOUSTON DOWNTOWN TX,Social Security Administration,AREA SUPPORT UNIT,8989 LAKES AT 610 DR,HOUSTON,TX,77054,(800) 772-1213,,,
1157,D68,FO,JACKSON AL,Social Security Administration,,4249 N College Ave,Jackson,AL,36545,(877) 476-4484,,,
1158,D77,FO,SIKESTON MO,Social Security Administration,,711 YORK DR,SIKESTON,MO,63801,(866) 964-4261,,,
1159,D79,FO,ST CROIX VI,Social Security Administration,4094 DIAMOND RUBY,SUITE 4,CHRISTIANSTED,VI,00820,(800) 772-1213,,,
1160,D80,FO,JACKSON KY,Social Security Administration,,850 HWY 15 N,JACKSON,KY,41339,(866) 366-4920,,,
1161,D81,FO,LEESVILLE LA,Social Security Administration,,2100 SARTOR ST,LEESVILLE,LA,71446,(888) 577-6906,,,
1162,D89,FO,WILLIAMSON WV,Social Security Administration,,146 EAST FIRST AVE,WILLIAMSON,WV,25661,(800) 772-1213,,,
1163,D92,FO,BOZEMAN MT,Social Security Administration,,3205 N 27TH AVENUE,BOZEMAN,MT,59718,(877) 405-5473,,,
1164,E00,FO,NORTH FLINT MI,Social Security Administration,,2021 W. CARPENTER RD,FLINT,MI,48505,(877) 748-9766,,,
1165,E02,FO,SAIPAN MP,Social Security Administration,MH II BLDG SUITE 201,MARINA HGT BUSINESS PK,SAIPAN,MP,96950,(800) 772-1213,,,
1166,E05,FO,BACK OF THE YARDS,Social Security Administration,,4631 S ASHLAND AVE,CHICAGO,IL,60609,(800) 772-1213,,,
1167,E08,FO,SOUTHEAST FRESNO CA,Social Security Administration,,5140 E OLIVE AVE,FRESNO,CA,93727,(866) 366-4918,,,
1168,E21,FO,BRICK NJ,Social Security Administration,,2620 YORKTOWNE BLVD,BRICK,NJ,08723,(800) 772-1213,,,
1169,E24,FO,EL PASO DOWNTOWN TX,Social Security Administration,,600 TEXAS AVE,EL PASO,TX,79901,(866) 964-6229,,,
1170,E26,FO,GREENFIELD WI,Social Security Administration,,8455 W LAYTON AVE,GREENFIELD,WI,53228,(800) 772-1213,,,
1171,E27,FO,OROVILLE CA,Social Security Administration,,115 TABLE MOUNTAIN BL,OROVILLE,CA,95965,(866) 331-7130,,,
1172,E28,FO,NORTH SACRAMENTO,Social Security Administration,SUITE 200,2424 ARDEN WAY,SACRAMENTO,CA,95825,(855) 782-9153,,,
1173,E29,FO,WEST SACRAMENTO CA,Social Security Administration,STE 1000,825 RIVERSIDE PARKWAY,WEST SACRAMENTO,CA,95605,(866) 726-8136,,,
1174,E31,FO,GLENDORA CA,Social Security Administration,,1165 E ROUTE 66,GLENDORA,CA,91740,(800) 772-1213,,,
1175,E32,FO,POTEAU OK,Social Security Administration,,1306 TARBY RD,POTEAU,OK,74953,(877) 405-7697,,,
1176,E35,FO,FORT WORTH SOUTH TX,Social Security Administration,,2901 ALTAMESA BLVD,FORT WORTH,TX,76133,(800) 772-1213,,,
1177,E36,FO,BATON ROUGE NORTH LA,Social Security Administration,,4332 HARDING BLVD,BATON ROUGE,LA,70807,(888) 487-0143,,,
1178,E37,FO,SHERWOOD AR,Social Security Administration,,3608 EAST KIEHL AVE,SHERWOOD,AR,72120,(877) 512-3854,,,
1179,E39,FO,INDIO CA,Social Security Administration,,46845 MONROE STREET,INDIO,CA,92201,(800) 772-1213,,,
1180,E41,FO,SAN JOSE SOUTH,Social Security Administration,,6140 COTTLE ROAD,SAN JOSE,CA,95123,(800) 772-1213,,,
1181,E44,FO,SAN MARCOS TX,Social Security Administration,SUITE 200,900 BUGG LANE,SAN MARCOS,TX,78666,(866) 388-8515,,,
1182,E45,FO,GEORGETOWN TX,Social Security Administration,,104 PARKVIEW DR,GEORGETOWN,TX,78626,(877) 531-4699,,,
1183,E63,FO,POSTAL PLAZA DC,Social Security Administration,POSTAL PLAZA SHPG CTR,1905-B 9TH ST NE,WASHINGTON,DC,20018,(800) 772-1213,,,
1184,E64,FO,DALLAS PLEASANT GROVE,Social Security Administration,,2300 DUNSON DR,BALCH SPRINGS,TX,75180,(800) 772-1213,,,
1185,E65,FO,COLUMBUS WEST,Social Security Administration,,1060 GEORGESVILLE ROAD,COLUMBUS,OH,43228,(866) 656-0178,,,
1186,E69,FO,VIDALIA GA,Social Security Administration,,104 W THIRD ST,VIDALIA,GA,30474,(866) 931-2518,,,
1187,E72,FO,GREECE NY,Social Security Administration,2ND FLOOR,4050 W RIDGE RD,ROCHESTER,NY,14626,(800) 772-1213,,,
1188,E76,FO,ST LOUIS NORTH COUNTY,Social Security Administration,,11753 WEST FLORISSANT,FLORISSANT,MO,63033,(800) 772-1213,,,
1189,E77,FO,ROSEVILLE CA,Social Security Administration,,910 CIRBY WAY,ROSEVILLE,CA,95661,(866) 348-7830,,,
1190,E78,FO,PLACERVILLE CA,Social Security Administration,SUITE A,3916 MISSOURI FLAT RD,PLACERVILLE,CA,95667,(877) 545-5497,,,
1191,E79,FO,SOUTH SACRAMENTO CA,Social Security Administration,,40 MASSIE CIRCLE,SACRAMENTO,CA,95823,(866) 708-3208,,,
1192,E98,FO,COCOA FL,Social Security Administration,,310 CANAVERAL GROVES,COCOA,FL,32926,(800) 772-1213,,,
1193,I15,FO,NEWNAN GA,Social Security Administration,SUITE B,246 BULLSBORO DR,NEWNAN,GA,30263,(800) 772-1213,,,
1194,I60,FO,SHOW LOW AZ,Social Security Administration,,2500 E COOLEY  STE 407,SHOW LOW,AZ,85901,(800) 772-1213,,,
1195,?,OHO,BOSTON MA,"Office of Hearings Operations, SSA",,,Boston,MA,,,,,
1196,,OHO,PROVIDENCE RI,"Office of Hearings Operations, SSA",,,Providence,RI,,,,,
1197,,OHO,SPRINGFIELD MA,"Office of Hearings Operations, SSA",,,Springfield,MA,,,,,
1198,,OHO,MANCHESTER NH,"Office of Hearings Operations, SSA",,,Manchester,NH,,,,,
1199,,OHO,LAWRENCE MA,"Office of Hearings Operations, SSA",,,Lawrence,MA,,,,,
1200,,OHO,HARTFORD CT,"Office of Hearings Operations, SSA",,,Hartford,CT,,,,,
1201,,OHO,PORTLAND ME,"Office of Hearings Operations, SSA",,,Portland,ME,,,,,
